0,"[38944.00820756734, 259.0, 5.0]"
1,"[719218.8748770566, 241.0, 8.0]"
2,"[2529071.18540352, 312.0, 9.0]"
3,"[2253566.331865957, 278.0, 9.0]"
4,"[78774531.0467979, 484.0, 12.0]"
5,"[27124097.19698461, 453.0, 11.0]"
6,"[2845091.45857896, 351.0, 9.0]"
7,"[173427362.66749683, 392.0, 13.0]"
8,"[57290898.57948938, 352.0, 12.0]"
9,"[186257351.03575552, 421.0, 13.0]"
10,"[2553380.437186246, 315.0, 9.0]"
11,"[70799546.2672667, 435.0, 12.0]"
12,"[23531648.694072742, 393.0, 11.0]"
13,"[8811596.317922687, 400.0, 10.0]"
14,"[368079.10807353357, 335.0, 7.0]"
15,"[772876.1186438076, 259.0, 8.0]"
16,"[226516969.7085673, 512.0, 13.0]"
17,"[67218940.85604861, 413.0, 12.0]"
18,"[1629628.8694426522, 201.0, 9.0]"
19,"[206874.0337845502, 188.0, 7.0]"
20,"[3909890245.0234637, 440.0, 16.0]"
21,"[6212473.354135495, 282.0, 10.0]"
22,"[8106749.412488872, 368.0, 10.0]"
23,"[68520979.18740065, 421.0, 12.0]"
24,"[73078113.34713276, 449.0, 12.0]"
25,"[69334753.14449567, 426.0, 12.0]"
26,"[15169312046.245287, 628.0, 17.0]"
27,"[69009243.56165767, 424.0, 12.0]"
28,"[23232277.985496752, 388.0, 11.0]"
29,"[1145495.8670240236, 384.0, 8.0]"
30,"[1005390.8416330625, 337.0, 8.0]"
31,"[17424486.239122566, 291.0, 11.0]"
32,"[7622167.165003125, 346.0, 10.0]"
33,"[9004198386656.986, 924.0, 23.0]"
34,"[239773.02853740397, 218.0, 7.0]"
35,"[23052655.56035116, 385.0, 11.0]"
36,"[3096287.060333797, 382.0, 9.0]"
37,"[1694453.5408632553, 209.0, 9.0]"
38,"[784799.9505919745, 263.0, 8.0]"
39,"[171657709.09946114, 388.0, 13.0]"
40,"[11058295.828992972, 502.0, 10.0]"
41,"[743066.5387733903, 249.0, 8.0]"
42,"[7159611.383312183, 325.0, 10.0]"
43,"[77472492.71544586, 476.0, 12.0]"
44,"[236483.1290621186, 215.0, 7.0]"
45,"[85729.47542696711, 211.0, 6.0]"
46,"[19160836.3488633, 320.0, 11.0]"
47,"[862304.8582550595, 289.0, 8.0]"
48,"[236692477.72477245, 535.0, 13.0]"
49,"[549304.269615678, 184.0, 8.0]"
50,"[2926122.2978547136, 361.0, 9.0]"
51,"[5904102.8330082, 268.0, 10.0]"
52,"[892114.4381254767, 299.0, 8.0]"
53,"[26046362.64611105, 435.0, 11.0]"
54,"[76007699.59267482, 467.0, 12.0]"
55,"[948752.6398792696, 318.0, 8.0]"
56,"[2909916.129999563, 359.0, 9.0]"
57,"[701333.1269548062, 235.0, 8.0]"
58,"[719218.8748770566, 241.0, 8.0]"
59,"[927885.9339699775, 311.0, 8.0]"
60,"[34608364.91138434, 578.0, 11.0]"
61,"[5855948449.014688, 659.0, 16.0]"
62,"[30836293.983326875, 515.0, 11.0]"
63,"[8260934.67305252, 375.0, 10.0]"
64,"[8327014.07043694, 378.0, 10.0]"
65,"[70148527.1015907, 431.0, 12.0]"
66,"[2877503.7942892616, 355.0, 9.0]"
67,"[8899702.181101914, 404.0, 10.0]"
68,"[23831019.402648732, 398.0, 11.0]"
69,"[728161.7488381817, 244.0, 8.0]"
70,"[892114.4381254767, 299.0, 8.0]"
71,"[2666823.6121723014, 329.0, 9.0]"
72,"[83308.9026660107, 205.0, 6.0]"
73,"[127614847107.67888, 715.0, 19.0]"
74,"[933847.8499440609, 313.0, 8.0]"
75,"[2221153.9961556555, 274.0, 9.0]"
76,"[221208009.00446025, 500.0, 13.0]"
77,"[25447621.228959072, 425.0, 11.0]"
78,"[74868416.0527418, 460.0, 12.0]"
79,"[370272.3743903905, 337.0, 7.0]"
80,"[66405166.898953594, 408.0, 12.0]"
81,"[1282619.934427943, 430.0, 8.0]"
82,"[236692477.72477245, 535.0, 13.0]"
83,"[9186046.236434402, 417.0, 10.0]"
84,"[7864458.288745998, 357.0, 10.0]"
85,"[9736707.88130457, 442.0, 10.0]"
86,"[1035200.4215034797, 347.0, 8.0]"
87,"[2804576.038941083, 346.0, 9.0]"
88,"[596999.5974083457, 200.0, 8.0]"
89,"[838457.1943587257, 281.0, 8.0]"
90,"[74705661.2613228, 459.0, 12.0]"
91,"[9582522.620740922, 435.0, 10.0]"
92,"[585669700.3882463, 487.0, 14.0]"
93,"[2075298.4854592984, 256.0, 9.0]"
94,"[8128775.878283679, 369.0, 10.0]"
95,"[7490008.370234285, 340.0, 10.0]"
96,"[13550930211.755743, 561.0, 17.0]"
97,"[2893709.962144412, 357.0, 9.0]"
98,"[63801090.23624954, 392.0, 12.0]"
99,"[15927632.69624262, 266.0, 11.0]"
