0,"[101.0, 101.0, 0.0]"
1,"[101.0, 101.0, 0.0]"
2,"[101.0, 101.0, 0.0]"
3,"[4500.877216946223, 209.0, 3.0]"
4,"[5223.956546180979, 245.0, 3.0]"
5,"[47000.311251664534, 115.0, 6.0]"
6,"[22766.97386538649, 150.0, 5.0]"
7,"[27367.781797566364, 181.0, 5.0]"
8,"[25438.41072923287, 168.0, 5.0]"
9,"[366982.47491510515, 334.0, 7.0]"
10,"[228806.69695311936, 208.0, 7.0]"
11,"[103480.34234064745, 255.0, 6.0]"
12,"[74433.46920917052, 183.0, 6.0]"
13,"[999428.925658979, 335.0, 8.0]"
14,"[3339379.5781610585, 412.0, 9.0]"
15,"[236483.1290621186, 215.0, 7.0]"
16,"[6873267.327979696, 312.0, 10.0]"
17,"[6586923.2726472085, 299.0, 10.0]"
18,"[6873267.327979696, 312.0, 10.0]"
19,"[546323.3116286363, 183.0, 8.0]"
20,"[21256431.308895227, 355.0, 11.0]"
21,"[757971.328708599, 254.0, 8.0]"
22,"[8459172.86520578, 384.0, 10.0]"
23,"[2383215.674707163, 294.0, 9.0]"
24,"[2472349.597910492, 305.0, 9.0]"
25,"[75682190.00983682, 465.0, 12.0]"
26,"[69009243.56165767, 424.0, 12.0]"
27,"[28201831.74785817, 471.0, 11.0]"
28,"[1523363610.5720036, 466.0, 15.0]"
29,"[81541362.50092097, 501.0, 12.0]"
30,"[657825957.4381329, 547.0, 14.0]"
31,"[2326494.087214135, 287.0, 9.0]"
32,"[1070971.9173479804, 359.0, 8.0]"
33,"[149979452.89102405, 339.0, 13.0]"
34,"[184930110.85972875, 418.0, 13.0]"
35,"[24078612018451.715, 909.0, 24.0]"
36,"[122617342680.70964, 687.0, 19.0]"
37,"[2817741499281.431, 786.0, 22.0]"
38,"[6.978202440628394e+17, 1196.0, 34.0]"
39,"[21615123660376.273, 816.0, 24.0]"
40,"[18992700569521.77, 717.0, 24.0]"
41,"[193772313337176.38, 990.0, 26.0]"
42,"[171850597081146.44, 878.0, 26.0]"
43,"[957460225355.8138, 726.0, 21.0]"
44,"[7513243459380.904, 771.0, 23.0]"
45,"[7737373938644.629, 794.0, 23.0]"
46,"[1.1542900276518366e+20, 1333.0, 39.0]"
47,"[4340193064049951.5, 1104.0, 29.0]"
48,"[1508446118058836.5, 1043.0, 28.0]"
49,"[69916757259126.69, 971.0, 25.0]"
50,"[3.3377128265372424e+16, 1149.0, 31.0]"
51,"[25403068124943.89, 959.0, 24.0]"
52,"[14227268888.85585, 589.0, 17.0]"
53,"[34602805553.37318, 527.0, 18.0]"
54,"[22383308202141.734, 845.0, 24.0]"
55,"[3.2883297821063216e+16, 1132.0, 31.0]"
56,"[3151138393971.669, 879.0, 22.0]"
57,"[1.1808554412587562e+16, 1105.0, 30.0]"
58,"[45896320244.994026, 699.0, 18.0]"
59,"[2.1593144126463488e+17, 1006.0, 33.0]"
60,"[541093060694756.25, 1017.0, 27.0]"
61,"[8.725407100186539e+16, 1105.0, 32.0]"
62,"[1138137980980.0142, 863.0, 21.0]"
63,"[1.2513861734968176e+16, 1171.0, 30.0]"
64,"[36572604627.493095, 557.0, 18.0]"
65,"[1.3561136243957574e+16, 1269.0, 30.0]"
66,"[1499768575673087.8, 1037.0, 28.0]"
67,"[9462204148630.686, 971.0, 23.0]"
68,"[2297929136592.3506, 641.0, 22.0]"
69,"[27972512971538.707, 1056.0, 24.0]"
70,"[17174173124.792038, 711.0, 17.0]"
71,"[891519438631.6531, 676.0, 21.0]"
72,"[8.346384891309672e+16, 1057.0, 32.0]"
73,"[414816244095.37067, 855.0, 20.0]"
74,"[212366626232916.06, 1085.0, 26.0]"
75,"[1612576626687822.8, 1115.0, 28.0]"
76,"[132790833835.61131, 744.0, 19.0]"
77,"[8263593324742.07, 848.0, 23.0]"
78,"[9.633481142287366e+16, 1220.0, 32.0]"
79,"[7.783379645316283e+17, 1334.0, 34.0]"
80,"[148675758621.335, 833.0, 19.0]"
81,"[1.2588667057038848e+16, 1178.0, 30.0]"
82,"[59116022358518.805, 821.0, 25.0]"
83,"[175960918879152.06, 899.0, 26.0]"
84,"[41431442343.65555, 631.0, 18.0]"
85,"[146177006407.85034, 819.0, 19.0]"
86,"[152864824966549.1, 781.0, 26.0]"
87,"[393468975497.3399, 811.0, 20.0]"
88,"[2.844027432163421e+17, 1325.0, 33.0]"
89,"[1563403886501912.5, 1081.0, 28.0]"
90,"[63580326117436.734, 883.0, 25.0]"
91,"[880968912755.7874, 668.0, 21.0]"
92,"[4345309660.52835, 489.0, 16.0]"
93,"[43204261510.36347, 658.0, 18.0]"
94,"[184768751303449.8, 944.0, 26.0]"
95,"[108874205506.54422, 610.0, 19.0]"
96,"[375517863267.1777, 774.0, 20.0]"
97,"[156779417155125.84, 801.0, 26.0]"
98,"[225284780455219.44, 1151.0, 26.0]"
99,"[1.5659100924573437e+23, 1649.0, 46.0]"
