0,"[8812.115105104212, 154.0, 4.0]"
1,"[16956778550.00986, 702.0, 17.0]"
2,"[4762956854.99222, 536.0, 16.0]"
3,"[15927632.69624262, 266.0, 11.0]"
4,"[24908753.95352229, 416.0, 11.0]"
5,"[2.2505530888327619e+18, 1419.0, 35.0]"
6,"[76685217796840.97, 1065.0, 25.0]"
7,"[1.5879437915147543e+19, 1355.0, 37.0]"
8,"[4.3804879678645445e+23, 1697.0, 47.0]"
9,"[1.0455042684281097e+21, 1634.0, 41.0]"
10,"[1.5516144501590663e+19, 1324.0, 37.0]"
11,"[3.3377630837489435e+20, 1418.0, 40.0]"
12,"[9.309722830862299e+20, 1455.0, 41.0]"
13,"[6.953279521300587e+25, 1815.0, 52.0]"
14,"[4.127497982879396e+24, 2164.0, 49.0]"
15,"[190053450758028.44, 971.0, 26.0]"
16,"[597490174198546.9, 1123.0, 27.0]"
17,"[601746560123361.2, 1131.0, 27.0]"
18,"[560415010.420786, 466.0, 14.0]"
19,"[1010212854735.1425, 766.0, 21.0]"
20,"[25694448468372.168, 970.0, 24.0]"
21,"[1.2815823262751074e+20, 1480.0, 39.0]"
22,"[5.110999514656334e+23, 1980.0, 47.0]"
23,"[1.4133285701599955e+19, 1206.0, 37.0]"
24,"[8.80437006036922e+16, 1115.0, 32.0]"
25,"[1.1376417314964376e+21, 1778.0, 41.0]"
26,"[1.3571822718539098e+16, 1270.0, 30.0]"
27,"[2.1449320590865687e+22, 1669.0, 44.0]"
28,"[4.918555863298364e+19, 1544.0, 38.0]"
29,"[207473385997195.1, 1060.0, 26.0]"
30,"[2.170635259315287e+22, 1689.0, 44.0]"
31,"[6.987758593307036e+25, 1824.0, 52.0]"
32,"[5.774736738680376e+26, 2040.0, 54.0]"
33,"[1.5043305193352643e+27, 1955.0, 55.0]"
34,"[1.407896662447263e+31, 2258.0, 64.0]"
35,"[4.034038000827136e+24, 2115.0, 49.0]"
36,"[1.3014988083726259e+20, 1503.0, 39.0]"
37,"[1.9817167376342055e+22, 1542.0, 44.0]"
38,"[3.4887668447965292e+16, 1201.0, 31.0]"
39,"[21800547515285.176, 823.0, 24.0]"
40,"[1.4004375135499125e+19, 1195.0, 37.0]"
41,"[3.641410077968699e+20, 1547.0, 40.0]"
42,"[1.2625317781818288e+20, 1458.0, 39.0]"
43,"[524599565236100.44, 986.0, 27.0]"
44,"[1.0051941283357162e+21, 1571.0, 41.0]"
45,"[398805792646.8476, 822.0, 20.0]"
46,"[6.431399301683006e+22, 1841.0, 45.0]"
47,"[2.655141081951815e+17, 1237.0, 33.0]"
48,"[3.5875329336583704e+16, 1235.0, 31.0]"
49,"[45305380522.75805, 690.0, 18.0]"
50,"[7.98315527446934e+16, 1011.0, 32.0]"
51,"[7.159075580811905e+17, 1227.0, 34.0]"
52,"[1.0419312716989382e+16, 975.0, 30.0]"
53,"[1.9817167376342055e+22, 1542.0, 44.0]"
54,"[2.5370871130695613e+17, 1182.0, 33.0]"
55,"[2.3393698421623137e+18, 1475.0, 35.0]"
56,"[3687591570724040.5, 938.0, 29.0]"
57,"[9.854577430798874e+16, 1248.0, 32.0]"
58,"[1.2599353531620372e+16, 1179.0, 30.0]"
59,"[6.553071951615101e+18, 1520.0, 36.0]"
60,"[1.1370408954745058e+16, 1064.0, 30.0]"
61,"[7.4742966093980415e+25, 1951.0, 52.0]"
62,"[1.9777587750348518e+18, 1247.0, 35.0]"
63,"[6.861510092122904e+17, 1176.0, 34.0]"
64,"[6.528936898882254e+17, 1119.0, 34.0]"
65,"[1135500349511.0479, 861.0, 21.0]"
66,"[6.999251617309186e+25, 1827.0, 52.0]"
67,"[2778307457973.9834, 775.0, 22.0]"
68,"[3.6061022879431465e+20, 1532.0, 40.0]"
69,"[1.2727591226598666e+16, 1191.0, 30.0]"
70,"[2.427618887378744e+17, 1131.0, 33.0]"
71,"[3.2530243876876163e+20, 1382.0, 40.0]"
72,"[3.4110044308473594e+28, 2207.0, 58.0]"
73,"[1.0336251487913226e+17, 1309.0, 32.0]"
74,"[3.6767178679942526e+20, 1562.0, 40.0]"
75,"[1.2938861021908032e+24, 1844.0, 48.0]"
76,"[24608394461048.586, 929.0, 24.0]"
77,"[2.0379727210437926e+26, 1957.0, 53.0]"
78,"[1.716706592653184e+27, 2231.0, 55.0]"
79,"[7.786751604173734e+21, 1647.0, 43.0]"
80,"[599086318920352.2, 1126.0, 27.0]"
81,"[1.769127048058236e+23, 1863.0, 46.0]"
82,"[3.6223915532566664e+16, 1247.0, 31.0]"
83,"[1.0850153073126416e+20, 1253.0, 39.0]"
84,"[3.975221844732704e+23, 1540.0, 47.0]"
85,"[1.3058871938625924e+16, 1222.0, 30.0]"
86,"[3.508373383789536e+28, 2270.0, 58.0]"
87,"[8.121787455982207e+17, 1392.0, 34.0]"
88,"[220391540219498.47, 1126.0, 26.0]"
89,"[3.6931948366728436e+20, 1569.0, 40.0]"
90,"[7.865064289270126e+17, 1348.0, 34.0]"
91,"[7.030713997455866e+17, 1205.0, 34.0]"
92,"[575144148093271.4, 1081.0, 27.0]"
93,"[3.082281805725788e+17, 1436.0, 33.0]"
94,"[1.453903193118855e+20, 1679.0, 39.0]"
95,"[1.3040966103853457e+20, 1506.0, 39.0]"
96,"[5.65124229371198e+19, 1774.0, 38.0]"
97,"[4.2586187338824603e+27, 2036.0, 56.0]"
98,"[1.2651295801945486e+20, 1461.0, 39.0]"
99,"[2.5923567748816032e+29, 2270.0, 60.0]"
